Title,Link,Abstract,AI Tutor Category,Education Setting,
Computer Practical Course Assessment with Large Language Models: A Case Study with ChatGPT,https://ieeexplore.ieee.org/document/10983464/,"AI dominance is far and wide in education domain. It helps the teaching fraternity to automate most of their monotonic tasks. There is very serious research going on to find the reliability and capability of the LLM tools in assessing the students' exams. The evaluation process of the lab exams is a time consuming and sensitive task, particularly that involves a programming component in it. A team of researchers from University of Technology and Applied Sciences study the capabilities of both human and ChatGPT in evaluating the lab exam of Web Development course which involves HTML coding part in it. The team involved 22 students, who completed an 11-hour training in web development and conducted a lab exam for them. A clearly defined rubric was prepared for the evaluation purpose of this exam. Each student answer file was evaluated by 3 people, human, ChatGPT with Zero-Shot Learning (No rubrics) and ChatGPT with One-Shot Learning using a common rubric. Fleiss' Kappa calculation is used to measure the agreement among the evaluators. It is observed that the Fleiss' Kappa score is 0.506, indicating moderate agreement among Assessors. Still, this can be considered as a relatively high agreement among the raters, at the same time there is room for achieving higher agreement among the raters. Overall, the study concludes that when the assessment is based on the correct answer, the difference in evaluation is less compared to the partial and incorrect answers.",,,
Text Summarization and Multilingual Text to Audio Translation using Deep Learning Models,https://ieeexplore.ieee.org/document/10837105/,"Different technologies has been combined in this work to read the research paper or review paper. This work introduces a system that can automatically summarize research or review papers into audio files in Hindi and English, making it easier for users to understand complex literature. The study makes a major contribution to encourage inclusivity and accessibility in the scholarly domain by bridging the linguistic gap in academic resources. The system enables users to upload PDF documents and preprocesses textual data by using natural language processing techniques. Optimal performance was attained by experimenting with different pretrained models, such as facebook/bart-large-cnn for English summarization and facebook/mbart-large-50-one-to-many-mmt for Hindi to English translation. Furthermore, using the facebook/mms-tts model made it easier to convert text to audio in both languages. This system offers an easy-to-use solution that will be especially helpful to people who might have trouble understanding English. In addition to improving literature accessibility, the implementation of the system will help researchers and students save important time.",,,
Investigating Chinese Learners ‘ Use and Perceptions of ChatGPT in EAP,https://ieeexplore.ieee.org/document/10542734/,"ChatGPT is an AI technology that has the power to reshape language teaching and learning. This study employs a mixed method to investigate Chinese learners' use and perceptions of ChatGPT in EAP. The data were collected via a questionnaire with 149 students and semi-structured interviews with 9 students from a joint program at a key Chinese university. This research reveals that students use ChatGPT as a personal learning assistant, especially in collating sources, academic vocabulary and academic writing. Generally, they hold positive attitudes toward it but a fair proportion remain unsure due to unfamiliarity. The overwhelming majority of students believe that ChatGPT is not a replacement due to the humanistic features of courses delivered by teachers, but it is a supplement to EAP courses in the future. This study adds empirical evidence from students' perspectives in Chinese context and helps educators better understand the implications of AI technologies in EAP. In light of these, educators could focus on providing systematic curricula, interactive teaching, and personalized assistance and feedback.",,,
Crafting an Undergraduate Course at the Intersection of Machine Learning and Software Engineering,https://ieeexplore.ieee.org/document/9962523/,"This is a work-in-progress innovative practice short paper. It describes exploratory efforts to craft a new undergraduate course at the juncture of Machine Learning (ML) and Software Engineering (SE). Our motivation comes from recent industry practices and challenges to adopt and deploy ML as part of software development projects.We leverage reported industry experiences by ML practitioners, research findings from academia, as well as student feedback, in order to create a new undergraduate course where ML and SE cross paths. Toward this end, we conducted an empirical study -- student surveys and interviews of ML professionals. Questionnaires helped us measure students’ interest in learning how to leverage SE topics to develop ML-based systems, and to gauge their expectations and concerns about the course. Our interviews with ML professionals helped us solicit and collect recommendations about the content of our course.In summary, our paper presents qualitative results of an empirical study launched to help us craft a new course on ML and SE. We discuss a list of reported challenges from ML professionals and explain how we match them to related academic learning objectives and course content. We also describe how student feedback including their expectations and concerns helped us in this effort. We hope that such a course will not only prepare our students for the workforce but will provide a promising example for other institutions to follow.",,,
Role of Artificial Intelligence in Marketing,https://ieeexplore.ieee.org/document/10955468/,"Summary <p>Artificial intelligence (AI) is changing the marketing sector by giving marketers a new and creative way to connect with customers. AI can handle a lot of data and provide good customer behavior, preference, trending data, etc., which helps marketers create customer‐relevant and sales‐boosting marketing tactics. Email marketing, social media management, and ad placement may be automated with AI, saving time and money and improving marketing plans. AI‐powered chatbots may immediately assist clients and answer basic questions, freeing marketers to focus on other activities. Moreover, it is transforming marketing through predictive analytics. AI can use client data to anticipate what they will buy and analyze their feedback to improve products and services. By adapting to this new AI approach, marketers can target campaigns to enhance sales. AI is increasingly important as firms aim to create more customized, effective, and measurable marketing tactics. Businesses can stay ahead in the ever‐changing digital environment by embracing AI. This chapter focuses on how using AI in marketing might help with efficiency, customer satisfaction, and strategy formulation. Overall, this chapter provides a comprehensive overview of the role of AI in marketing, highlighting both the opportunities and challenges associated with this emerging technology. It is useful for marketing experts, professors, and students who want to learn more about the present and future of “artificial intelligence” in the field.</p>",,,
Teaching UML using a RAG-based LLM,https://ieeexplore.ieee.org/document/10651492/,"Teaching the Unified Modelling Language (UML) is a critical task in the frame of Software Engineering courses. Teachers need to understand the students’ behavior along with their modeling activities to provide suggestions and feedback to avoid more frequent mistakes and improve their capabilities. This paper presents a novel approach for teaching the UML in Software Engineering courses, focusing on understanding and improving student behavior and capabilities during modeling activities. It introduces a cloud-based tool that captures and analyzes UML diagrams created by students during their interactions with a UML modeling tool. The key aspect of the proposal is the integration of a Retrieval Augmented Generation Large Language Model (RAG-based LLM), which generates insightful feedback for students by leveraging knowledge acquired during the modeling process.The effectiveness of this method is demonstrated through an experiment involving a substantial dataset comprising 5,120 labeled UML models. The validation process confirms the performance of the UML RAG-based LLM in providing relevant feedback related to entities and relationships in the students’ models. Additionally, a qualitative analysis highlights the user satisfaction, underscoring its potential as a valuable tool in enhancing the learning experience in software modeling education.",,,
DreamCraft: A Captivating Web Oasis for Seamless Job Placements,https://ieeexplore.ieee.org/document/10898471/,"This research investigates a transformative shift in managing placement related data within the contemporary academic landscape. A dedicated open-source Flask application, Placement-Manager, is examined for its role in efficiently handling placement information. Offering students, a user-friendly dashboard and administrator’s robust privileges, Placement-Manager facilitates seamless interactions. The paper delves into the application's architecture, functionalities, and impact on streamlining the placement process through a comprehensive survey. Technical underpinnings and user experiences are investigated, contributing valuable insights to the intersection of technology and placement management. In conclusion, Placement-Manager exemplifies the potential of open-source applications in modern education, bridging the gap between students and administrators.",,,
Using AI-based NiCATS System to Evaluate Student Comprehension in Introductory Computer Programming Courses,https://ieeexplore.ieee.org/document/9962681/,"This Research to Practice Full Paper presents the use of data collected by our Non-Intrusive Classroom Attention Tracking System (NiCATS) to evaluate student comprehension. Quantifying students' cognitive processes in classrooms in a non-intrusive way is challenging. By analyzing various aspects of the eye metrics against defined regions of interest (ROI), instructors can better understand students’ cognitive processes as they acquire new knowledge. Eye-tracking studies primarily define ROIs based on commonly used metrics (source code complexity, significant fixation durations, etc.). While helpful, these metrics, when used independently, do not accurately represent their comprehension patterns. This paper contributes an alternative, multilayered approach for calculating gaze metrics against automatically defined ROIs. The work utilizes the AI-based Non-Intrusive Classroom Attention Tracking System (NiCATS - developed by the researchers), collecting raw-gaze data in real-time as information is presented on a computer screen. This paper reports the results of a study in which undergraduate students in a CS programming course were asked to identify defects seeded in Java programs. Each JAVA program included its own unique sets of ROIS defined using two different granularities: lexer-based and line-based. The ROI sets were then used to calculate relevant eye metrics in the context of each ROI layout. The results of the eye metric analysis at specific ROIs w.r.t their code review task provide insights into the cognitive processes students undergo when trying to comprehend new material. Subdividing this region into lexer-based regions, we determined “content topics” students struggled with (e.g., using complex data types) in a specific area. This feedback is valuable to the instructor as it enables the ability to identify hard-to-comprehend content topics post-hoc and gives the ability to validate student learning in the classroom. While this experiment focused on students in introductory programming courses, we intend to conduct experiments in other learning settings where students are expected to read material on a computer screen or solve actual problems. To summarize, the analysis of these eye metrics using more fine-grained ROIs (lexer-based, line-based) as an extension of complexity-based ROIs provides instructors with deeper insights into the cognitive processes used by students when compared to the current state-of-the-art techniques.",,,
AI-Powered Autonomous Remote Access and Scheduling System to High-Performance Computing Resources,https://ieeexplore.ieee.org/document/11011624/,"This research introduces an innovative AI-driven system for managing and facilitating remote access to High Performance Computing (HPC) resources. Leveraging the Django framework and cutting-edge machine learning models, the system addresses critical challenges prevalent in academic HPC environments: inefficient resource allocation, prolonged access approval delays, and a lack of user-friendly management interfaces. The proposed system’s key component include an AI-powered Lab Manager (ALM) that automates the request review process, significantly reducing approval times. Additionally, a computer-specific chatbot, developed using a fine-tuned RoBERTa-base model from Hugging Face, assists users with common queries and troubleshooting. The chatbot, trained on a custom dataset of 600 question-answer pairs, achieved an F1 score of 98.1% and an average loss of 0.135. The implementation features a user-friendly interface providing real-time access to available computing resources, instant booking capabilities, and personalized support through the AI-driven chatbot and WhatsApp integration. After implementing comprehensive security measures, the system integrates with AnyDesk for direct timely access, and it can be readily adapted to work with other remote access tools to secure and manage access effectively. For administrators, the backend system offers comprehensive resource management tools, enabling data-driven decision-making for optimized resource allocation based on specific project requirements. This innovative system significantly enhances productivity, and effective utilization of resources, and advances the mission of fostering impactful research, ultimately benefiting students, faculty, and the broader academic community.",,,
Design and Evaluation of an LLM-Based Agent for QoT Estimation and Performance Optimization in Optical Networks,https://ieeexplore.ieee.org/document/11157742/,"The rapid expansion of optical networks has catalyzed the growth of data capacity, creating a new era of high-speed network services. However, as the scale and complexity of nodes and connections increase, coupled with increasingly stringent demands for service efficiency, quality, and resistance to interference, intelligent solutions are needed to achieve efficient and autonomous network operation and maintenance. In this study, we proposed an advanced artificial intelligence (AI) Agent empowered by large language model (LLM), aimed at providing a practical solution for autonomous optical network management. We leverage the powerful language processing and reasoning capabilities of the Generative Pre-trained Transformer (GPT-4), and integrate domain-specific knowledge and optical network tools to simplify maintenance workflows, reduce manual intervention, and improve operational efficiency. Acting as an intelligent assistant for optical network operations, the AI Agent is capable of providing real-time insights and optimization recommendations. In particular, we focus on four typical tasks: quality of transmission (QoT) estimation, performance analysis, optimization, and parameter calibration for physical-layer modeling, which are essential for ensuring service reliability and resource efficiency. Through the design, implementation, and evaluation of these tasks, we demonstrate the feasibility and effectiveness of the proposed agent in addressing key challenges of optical network maintenance. Furthermore, we provide an assessment of accuracy and reliability based on a predetermined scoring standard. The proposed solution not only enhances automation in network monitoring and optimization, but also provides a scalable and generalizable framework for LLM-based support in evolving optical transport environments.",,,
Chatbots in Education: A Systematic Literature Review,https://ieeexplore.ieee.org/document/10690334/,"Artificial intelligence (AI) has rapidly transitioned from theoretical concepts to practical applications across various sectors, including education. This paper presents a systematic literature review focusing on the use of chatbots, particularly those based on large language models (LLMs), in educational settings. The review examines existing literature, surveys, and studies on the topic, exploring the capabilities of LLM-based chatbots in personalizing tutoring, automating assessments, and providing immediate feedback. Additionally, the paper discusses the challenges of integrating these technologies. Key findings highlight the significant potential of chatbots to enhance educational experiences by offering personalized learning, accessible tools, and interactive tutoring systems. We also gathered and visualized existing studies related to user acceptance and satisfaction using chatbots. The paper concludes with recommendations for future research to address existing challenges and optimize the use of LLM-based chatbots in education.",,,
From Coders to Critics: Empowering Students Through Peer Assessment in the Age of AI Copilots,https://ieeexplore.ieee.org/document/11113569/,"The rapid adoption of AI-powered coding assistants like ChatGPT and other coding-copilots is transforming programming education, raising questions about assessment practices, academic integrity, and skill development. As educators seek alternatives to traditional grading methods susceptible to AI-enabled plagiarism, structured peer assessment could be a promising strategy. This paper presents an empirical study of a rubric-based, anonymized peer review process implemented in a large introductory programming course. Students evaluated each other's final projects (2D game), and their assessments were compared to instructor grades using correlation, mean absolute error, and root mean square error (RMSE). Additionally, reflective surveys from 47 teams captured student perceptions of fairness, grading behavior, and preferences regarding grade aggregation. Results show that peer review can approximate instructor evaluation with moderate accuracy and foster student engagement, evaluative thinking, and interest in providing good feedback to their peers. We discuss these findings for designing scalable, trustworthy peer assessment systems to face the age of AI-assisted coding.",,,
Empowering Mathematics education in security and defence: technological tools and methodological strategies for motivation enhancement,https://ieeexplore.ieee.org/document/11126808/,"Mathematical and digital skills are recognized as key competencies for lifelong learning. In Mathematics education, identifying appropriate methodologies and tools to increase motivation and engagement is crucial, particularly in interdisciplinary contexts such as security and defence. Through a survey administered to 2,000 students and teachers at military academies and universities in several European Member States, this study investigates the role of technology in promoting students' motivation to learn Mathematics in this field, including non-STEM majors. The research also examines the perceived effectiveness of various teaching methodologies and digital tools in teaching Mathematics from different perspectives. The study follows a mixed methods approach, combining quantitative and qualitative analyses of the responses to the survey through statistical inference techniques. Findings indicate that digital tools positively impact students’ perception of Mathematics, supporting self-assessment and interactive problem-solving. Additionally, both students and instructors favor practical methodologies such as problem-solving, learning by doing, and collaborative learning, while the integration of gamification and AI-based tools remains limited. The results contribute to a deeper understanding of best practices for teaching and learning Mathematics in security and defence contexts and provide insights for future research in other interdisciplinary and applied fields. Our analysis took place in accordance with international partners from the European project DIMAS, which aims at increasing interest in studying Mathematics in the field of security and defence and at providing more understandable Mathematics problems and Mathematics applications using digital tools.",,,
Enhancing Employability with Lifelong Learning in Cloud Computing Through Education to Workforce (E2W) Initiatives,https://ieeexplore.ieee.org/document/11016519/,"The Joint Programme/Joint Education Institute (JP/JEI) Summer School initiative, developed in collaboration with Amazon Web Services (AWS) Education to Workforce (E2W), uniquely addresses global cloud computing skill gaps by redesigning and implementing a holistic curriculum. The summer school program aims to enhance both technical and soft skills among students to meet current and future industry demands. To meet the fast-changing skills gaps in the cloud industry, we consistently update the syllabus every year to include developments in solutions architecture, software development, and data engineering at the associate level of AWS certification qualifications. It incorporates insights from in-depth labour market surveys conducted in three countries and leverages expertise from AWS professionals and industry partners. In addition, graduates receive a digital HEAR (Higher Education Achievement Report) transcript, showcasing the transferable lifelong skills acquired beyond their conventional academic coursework, thereby amplifying their employability. Since its inception in 2019, the program has garnered 90% positive feedback from students and employers. In developing the E2W initiative, we created a model based on five strategic steps namely leadership support to bring on board the JP/JEI leaders; curriculum alignment with the in-demand industry skills gaps; faculty development to enhance the skills development programme of JP/JEI staff that will be involved in delivering the training; career support that involved experts from the career service department and employer engagement in which we involved employers of such in-demand industry skills in cloud computing. We then implemented the E2W framework in four stages within six months. The implementation stages are based on strategic planning process, programme building, course content creation and launching of the summer school training. Having armed the students with industry-based skills with academic and professional qualifications, we organised a career fair in collaboration with AWS, which attracted 17 companies and employers with 375 students attending, out of which 40% were invited for job interviews. The graduates that got jobs through this programme are now participating in the training to encourage and mentor our students to take this training opportunity to enhance their employability skills. This program presents a valuable model for workforce development in the cloud computing industry through innovative education-industry collaboration.",,,
TURSpider: A Turkish Text-to-SQL Dataset and LLM-Based Study,https://ieeexplore.ieee.org/document/10753591/,"This paper introduces TURSpider, a novel Turkish Text-to-SQL dataset developed through human translation of the widely used Spider dataset, aimed at addressing the current lack of complex, cross-domain SQL datasets for the Turkish language. TURSpider incorporates a wide range of query difficulties, including nested queries, to create a comprehensive benchmark for Turkish Text-to-SQL tasks. The dataset enables cross-language comparison and significantly enhances the training and evaluation of large language models (LLMs) in generating SQL queries from Turkish natural language inputs. We fine-tuned several Turkish-supported LLMs on TURSpider and evaluated their performance in comparison to state-of-the-art models like GPT-3.5 Turbo and GPT-4. Our results show that fine-tuned Turkish LLMs demonstrate competitive performance, with one model even surpassing GPT-based models on execution accuracy. We also apply the Chain-of-Feedback (CoF) methodology to further improve model performance, demonstrating its effectiveness across multiple LLMs. This work provides a valuable resource for Turkish NLP and addresses specific challenges in developing accurate Text-to-SQL models for low-resource languages.",,,
Finite-Sample Bounds for Two-Distribution Hypothesis Tests,https://ieeexplore.ieee.org/document/10302643/,"With the rapid growth of large language models, big data, and malicious online attacks, it has become increasingly important to have tools for anomaly detection that can distinguish machine from human, fair from unfair, and dangerous from safe. Prior work has shown that two-distribution (specified complexity) hypothesis tests are useful tools for such tasks, aiding in detecting bias in datasets and providing artificial agents with the ability to recognize artifacts that are likely to have been designed by humans and pose a threat. However, existing work on two-distribution hypothesis tests requires exact values for the specification function, which can often be costly or impossible to compute. In this work, we prove novel finite-sample bounds that allow for two-distribution hypothesis tests with only estimates of required quantities, such as specification function values. Significantly, the resulting bounds do not require knowledge of the true distribution, distinguishing them from traditional p-values. We apply our bounds to detect student cheating on multiple-choice tests, as an example where the exact specification function is unknown. We additionally apply our results to detect representational bias in machine-learning datasets and provide artificial agents with intention perception, showing that our results are consistent with prior work despite only requiring a finite sample of the space. Finally, we discuss additional applications and provide guidance for those applying these bounds to their own work.",,,
“Enhancing Remote Learning Experiences with AI-Powered Adaptive Content Delivery Over Wireless Networks”,https://ieeexplore.ieee.org/document/10811513/,"With the rise of remote learning, the demand for personalized learning experiences has significantly increased. This study designs and simulates an AI-powered adaptive content delivery system that utilizes Long Short-Term Memory (LSTM) networks to analyze students' learning progress and dynamically adjust the content. The system ensures real-time content transmission through wireless networks, particularly 5G technology. Experimental results demonstrate that the adaptive system significantly outperforms traditional fixed content systems in terms of improving student engagement, learning efficiency, and personalization of learning paths. The study also analyzes the system's performance under different network conditions, highlighting its scalability in large-scale applications. The findings suggest that AI technologies combined with advanced wireless networks can enhance the remote learning experience, with future work focused on further optimizing system performance and expanding data types to improve content personalization and real-time feedback.",,,
Towards Optimized Physical Activity: A Fusion of Graph Convolutional Networks and XGBoost for Exercise Analysis,https://ieeexplore.ieee.org/document/10649491/,"This research explores the implementation of the GCN-XGBoost with attention mechanism within the detection and correction of exercises through computer vision, utilizing the 2-dimensional pose coordinates from the MMFit <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">[</sup><sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">1</sup><sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">]</sup> dataset. The objective is to enhance the precision and reliability of squat performance analysis, leveraging the robust, scalable machine learning capabilities of XGBoost. By processing and analyzing two-dimensional skeletal data, the study aims to identify key postural deviations and provide corrective feedback in realtime, potentially reducing the risk of injury and improving overall exercise effectiveness. Initial results demonstrate the model's capability to discern between correct and incorrect exercise forms with high accuracy, indicating the feasibility of applying advanced machine learning techniques to personal fitness and rehabilitation contexts. This paper details the methodology, from data preprocessing to model training and evaluation, highlighting the contributions to the fields of sports science and machine learning in physical activity monitoring. We have used MMFit dataset for the model that we have trained. We use the 2D coordinates of 18 of the 33 joints in the human body as the main features to categorize various exercises and forecast the accuracy of the poses identified by the Google's AI framework MediaPipe [2]. In this paper, we first classify an individual's exercises (squats, lunges, bicep curls, situps, pushups, triceps extensions, dumbbell rows, jumping jacks, dumbbell shoulder press, lateral shoulder raises) and check whether the pose associated with an exercise is correct. The final model trained has a 98% final validation accuracy.",,,
A Survey on Future of Augmented Reality with AI in Education,https://ieeexplore.ieee.org/document/9395838/,"Augmented reality now has reached the stage in real time simulations which needed and contemplated. In the year 2020 and forthcoming years to 2030 augmented reality is going to play a lead role in most of industries, which includes military, education, medical, manufacturing industries, training and remote assistant, navigation, and gaming to name a few. This all-new entire article brings out the broad meaning of augmented reality sorted into a detailed survey of how it's going to be a cornerstone of the new education system and how this can used in other sectors too. The core contribution of this entire article is the discussion of recent studies on represents of the present state of field, which seek to inspire educators to improve mixed reality experiences and to carry out further more research in favor of interactive learning environments.",,,
An Intelligent Tutoring System Proposal Based on Chatbot and Learning Styles to the Project Management Study,https://ieeexplore.ieee.org/document/10893385/,"This research full paper proposes an intelligent tutoring system (ITS) to support the study of software project management, considering the students' learning styles. The learning process is a complex and multifaceted phenomenon that varies significantly from one person to another. Everyone absorbs knowledge differently because each has learning characteristics that directly impact the learning process. Ignoring these differences can result in inefficient and demotivating teaching. Therefore, teachers must invest time in understanding each student's learning style, strengths, and weaknesses, which can be overwhelming, especially in classrooms with a high student-teacher ratio. In this scenario, AI-based technology can be a strong ally. For example, chatbot technology offers an opportunity to adapt to these individual differences and to enable a more engaging and friendly approach for students, contributing to an active and interactive learning environment when exercising the role of a study companion and, why not, a bit of study guide. In this context, this paper proposes developing and applying a chatbot-based ITS called Juh to identify each student's learning style and, based on this understanding, present study activities appropriate to their learning style. The ITS uses meaningful learning theory to personalize the learning journey, detecting five profiles: active, constructive, intentional, authentic, and cooperative. This study chose project management (PM) as its knowledge area, particularly project management methodologies, aiming to evaluate the benefits of this research proposal. In this context, this research proposes to answer the following research question: RQ) How can the study of project management be supported actively and interactively, considering the students' learning styles? As its main contribution, the solution aims to offer support in the introduction to the study of project management and improve the learning experience according to the individual characteristics of each student, maximizing the assimilation of knowledge. Therefore, the difference lies in exploring how and what to learn. The solution was developed using the Design Science Research method and the low code Blip platform. After prototyping and evaluating the ITS with PM and education experts, promising points about the approach were observed, with users highlighting improvements in productivity and ease of use of the tutoring system.",,,
Students' Education Preference Selection & Election with AI Computing Mechanism,https://ieeexplore.ieee.org/document/10664777/,"In a complex maze of human connections, an enduring gap lingers, particularly between adults and children. As adults begin to acknowledge certain aspects, the ever-changing nature of a child's behavior and understanding introduces a recurring challenge. The perpetual cycle gives rise to a sense of neglect and mis-understanding in children. Moreover, this situation is heightened in educational settings where teachers sometimes fail to grapple with comprehending students' struggles. Indeed, instead of delving into root issues, punitive measures were employed, pushing the students into a detrimental spiral that impedes both learning and growth. Thus, this study addresses the challenge of truly understanding students by meticulously examining their behavioral patterns. Ultimately, the overarching goal is to create an artificial intelligence model using collected data that generates personalized and effective study plans for the students. This groundbreaking innovative solution aims to bridge the gap between an adult understanding and evolving children's needs, mitigating feelings of neglect and improving the overall educational experience. By embracing such an AI model, educational equitability and positive learning environments both will be reinforced where students individually grow and learn for the betterment of the society. As this AI model strives to comprehend the dynamics of the complex student life and their interests, this approach promises a transformative future.",,,
Student Performance Prediction from E-mail Assessments Using Tiny Neural Networks,https://ieeexplore.ieee.org/document/9397817/,"Predicting student performance using e-mail assessments can help in early interventions to better assist students sooner, rather than later, in STEM courses. In this paper, we propose CorC-Net, a tiny artificial neural network (ANN) that operates on limited data comprised of features scored from student assessments based on writing e-mails. ANNs are typically built using large scale data sets to truly realize their full potential; however, tiny neural networks overcome this problem by utilizing smaller batches of data making them easier to train. COrC-Net uses scored e-mails for content, organization, and clarity and classifies how students will perform. Formative instructor feedback provided between the assessments implies that CorC-Net is a more logical fit to simulate the “learning” process when human reaction to feedback and corrective action is involved. This is true especially in sequential course assessment tasks. In this paper, we show that COrC-Net outperforms other multiclass classification algorithms like decision trees, support vector machines, Gaussian Naive Bayes, and K-nearest neighbors. CorC-Net's success in classifying student performance shows great potential in courses where longterm temporal assessment data is not available.",,,
Piano Practice Assistant System Based on Hand Gesture Recognition,https://ieeexplore.ieee.org/document/10675100/,"This article aims to develop a piano accompaniment system based on hand gesture recognition in order to improve the practice efficiency and accuracy of piano learners. The system captures learners' hand gesture data in real-time through deep learning target detection technology. By establishing a comparison between defective and standard hand gesture data, the model is trained to effectively identify hand gesture errors and provide corresponding feedback and suggestions. Experimental results show that the system has a high recognition accuracy and practicality, providing a new auxiliary tool for piano assisted teaching.",,,
SUV: Students’ Understanding Visualizer to Support Instructors in Synchronous Online Lectures,https://ieeexplore.ieee.org/document/10210371/,"Due to the COVID-19 pandemic, university instructors shifted their classes online to ensure the continuation of numerous students’ learning. Although researchers created and evaluated tools to support students and instructors in classes in various settings, the tools to help university instructors in synchronous online education are still under-examined. To fill this gap, we introduce Students’ Understanding Visualizer (SUV), a system that visualizes students’ understanding in real-time during synchronous online lectures. To explore instructors’ experience and SUV ’s usability, we conducted a lab-based usability session with eight university instructors in South Korea by asking them to perform a series of tasks with SUV and share their experience. The interview results of this study revealed the benefits SUV would give in actual synchronous online lectures by delivering students’ understanding of lectures to instructors. Moreover, we found instructors’ challenges in using our system and potential features to be added to SUV to enhance the users’ experience. Based on the findings, we propose design opportunities for creating tools that allow instructors to give synchronous online lectures more effectively and in interactive ways.",,,
Feeding Two Birds with One Scone: Using AWE to Enhance Writing and Creativity among Pre-university Students,https://ieeexplore.ieee.org/document/10410013/,"The artificial intelligence (AI) revolution has redefined the practices of teaching and learning writing in academia. AI tools being so accessible to students appear to have desirable effects for self-learning, yet they are also capable of veering them off course. This paper is a pilot study to reveal the potency of employing Automated Writing Evaluation (AWE), an AI-based tool with the application of natural language processing (NLP) to analyse and generate feedback on various aspects of writing in English language writing instructions to improve writing proficiency and creative performance. Pre-test for writing and creativity were administered to eleven CEFR B1 second language learners. Upon using an AWE tool as formative assessment, post-tests and interview protocol were conducted to obtain a richer analysis of the data. The results indicate improvements in writing and creativity scores. The participants believed that the use of AWE particularly improved their writing proficiency due to these features: unlimited revision, interactivity, immediate feedback. This study serves as a springboard for writing teachers to incorporating AI tools in their writing lessons while acknowledging the potential of creativity to be stimulated in those lessons.",,,
Using Assignment Incentives to Reduce Student Procrastination and Encourage Code Review Interactions,https://ieeexplore.ieee.org/document/10590517/,"Procrastination causes student stress, reduced learning and performance, and results in very busy help sessions immediately before deadlines. A key challenge is encouraging students to complete assignments earlier rather than waiting until right before the deadline, so the focus becomes on the learning objectives rather than just meeting deadlines. This work presents an incentive system encouraging students to complete assignments many days before deadlines. Completed assignments are code reviewed by staff for correctness and providing feedback, which results in more student-instructor interactions and may help reduce student use of generative AI. The incentives result in a change in student behavior with 45% of assignments completed early and 30% up to 4 days before the deadline. Students receive real-time feedback with no increase in marking time.",,,
Unleashing ChatGPT's Power: A Case Study on Optimizing Information Retrieval in Flipped Classrooms via Prompt Engineering,https://ieeexplore.ieee.org/document/10285884/,"This research project investigates the impact of prompt engineering, a key aspect of chat generative pretrained transformer (ChatGPT), on college students' information retrieval in flipped classrooms. In recent years, an increasing number of students have been using AI-based tools, such as ChatGPT rather than traditional research engines to learn and to complete course assignments. Despite this growing trend, previous research has largely overlooked the influence of prompt engineering on students' use of ChatGPT and effective strategies for improving the quality of information retrieval in learning settings. To address this research gap, this study examines the information quality obtained from ChatGPT in a flipped classroom by evaluating its effectiveness in task completion among 26 novice undergraduates from the same major and cohort. The experimental results provide evidence that proficient mastery of prompt engineering improves the quality of information obtained by students using ChatGPT. Consequently, by acquiring proficiency in prompt engineering, students can maximize the positive impact of ChatGPT, obtain high-quality information, and enhance their learning efficiency in flipped classrooms.",,,
GPT-4 as an Automatic Grading System for Open-Ended Questions in Computer Science Education,https://ieeexplore.ieee.org/document/11147305/,"This paper examines the potential of GPT-4 as an automated grading system for open-ended questions in computer science education, employing an extended version of Bloom’s Taxonomy as its theoretical framework. Traditionally, the evaluation of open-ended responses has relied on labor-intensive manual grading, which is not only time-consuming but also subject to variability in consistency and subjective bias. Recent advances in natural language processing, however, offer promising alternatives by enabling the automation of complex evaluative tasks. This study aims to investigate whether GPT-4 can serve as a reliable and scalable tool for formative assessments in educational environments, thereby reducing the workload on educators and providing timely, consistent feedback to students. A quantitative comparison between GPT-4’s evaluations and those of human experts reveals moderate alignment, with stronger consistency at lower cognitive levels (e.g., recall and application) and more pronounced discrepancies at higher levels (e.g., evaluation and creation). Statistical metrics, including Pearson’s correlation, Intraclass Correlation Coefficient (ICC), and Cosine Similarity, were employed to measure agreement. The findings demonstrate that GPT-4 can effectively maintain relative rankings of student performance, providing a scalable option for formative assessments. However, limitations remain in nuanced and context-specific evaluations, requiring further refinement for deployment in the evaluation process.",,,
Trend Intelligent Tutoring System 2018-2022 : Systematic Literature Review,https://ieeexplore.ieee.org/document/10512275/,"ITS is a method of teaching that uses technology to give lessons without the need for an instructor to be there. A systematic literature review (SLR) was conducted in this research to identify the components of an intelligent tutoring system, and the results are presented. The method used in this literature review is the prism method. The steps in the prism method are slr protocol, search for literature, select literature, summarize evidence and disseminate results. The slr protocol stage, it consists of determining a research question, searching for scientific reference sources with the keyword intelligent tutoring system, then sorting out the appropriate articles and making final conclusions. This article gives a detailed look at how the intelligent tutoring system changed over time during the pandemic epoch. Our contribution is complete information on the components of ITS in times of epidemic at universities, with the goal of improving their learning and practical use of the technology.",,,
